symbol,bucket_ts_ms,bucket_start_utc,trade_count,buy_trade_count,sell_trade_count,buy_notional,sell_notional,cvd,total_notional,taker_buy_pct,avg_trade_notional,max_trade_notional,vwap,low_price,high_price
btc-usdc,1777066860000,2026-04-24T21:41:00Z,115,78,37,178720.23768,155877.89752,22842.34016,334598.1352,53.4133992029,2909.54900174,42485.8647,77569.8063062,77559,77571
btc-usdc,1777066920000,2026-04-24T21:42:00Z,43,20,23,2492.8698,4581.4168,-2088.547,7074.2866,35.2384620663,164.518293023,1806.32582,77560.4275847,77558,77571
btc-usdc,1777066980000,2026-04-24T21:43:00Z,126,68,58,81233.47206,107364.12148,-26130.64942,188597.59354,43.0723799468,1496.80629794,47163.97889,77537.1938825,77528,77559
btc-usdc,1777067040000,2026-04-24T21:44:00Z,274,175,99,472656.25299,343988.48396,128667.76903,816644.73695,57.8778300532,2980.45524434,59127.07713,77569.9441909,77528,77592
btc-usdc,1777067100000,2026-04-24T21:45:00Z,122,76,46,123417.67457,125179.7837,-1762.10913,248597.45827,49.645589874,2037.68408418,25485.00416,77531.4006225,77528,77557
btc-usdc,1777067160000,2026-04-24T21:46:00Z,81,22,59,10477.67559,195176.48265,-184698.80706,205654.15824,5.0948036644,2538.94022519,48065.5,77525.4768635,77525,77547
btc-usdc,1777067220000,2026-04-24T21:47:00Z,118,77,41,29063.3199,412540.2275,-383476.9076,441603.5474,6.58131486287,3742.40294407,155050,77525.1739562,77520,77548
btc-usdc,1777067280000,2026-04-24T21:48:00Z,138,93,45,752186.99827,157476.65336,594710.34491,909663.65163,82.6884746821,6591.76559152,108273.27896,77528.4384542,77522,77547
btc-usdc,1777067340000,2026-04-24T21:49:00Z,253,226,27,2654306.48894,14752.57327,2639553.91567,2669059.06221,99.4472743792,10549.6405621,282052.15724,77535.4853445,77529,77548
btc-usdc,1777067400000,2026-04-24T21:50:00Z,82,46,36,35699.86065,174711.55034,-139011.68969,210411.41099,16.9666941931,2565.99281695,53764.6395,77548.1557476,77537,77553
btc-usdc,1777067460000,2026-04-24T21:51:00Z,85,68,17,36301.7878,17986.31358,18315.47422,54288.10138,66.8687739619,638.683545647,11035.30095,77546.6758753,77537,77555
btc-usdc,1777067520000,2026-04-24T21:52:00Z,66,41,25,174824.17712,34966.4374,139857.73972,209790.61452,83.3326969941,3178.64567455,25063.44935,77544.8506955,77542,77555
btc-usdc,1777067580000,2026-04-24T21:53:00Z,106,85,21,14389.77661,9018.65106,5371.12555,23408.42767,61.4726320488,220.834223302,4167.10708,77537.0244121,77523,77548
btc-usdc,1777067640000,2026-04-24T21:54:00Z,76,47,29,20893.67198,54311.69763,-33418.02565,75205.36961,27.7821545035,989.544336974,35639.50984,77547.2980099,77542,77555
btc-usdc,1777067700000,2026-04-24T21:55:00Z,120,77,43,34958.65587,19791.64485,15167.01102,54750.30072,63.851075538,456.252506,7786.7955,77544.5091991,77525,77554
btc-usdc,1777067760000,2026-04-24T21:56:00Z,133,73,60,10966.09773,324705.73548,-313739.63775,335671.83321,3.26691031092,2523.84837,74977.69524,77535.7933152,77531,77558
btc-usdc,1777067820000,2026-04-24T21:57:00Z,69,55,14,34802.99668,24484.42129,10318.57539,59287.41797,58.7021629068,859.237941594,20094.75783,77554.637221,77545,77560
btc-usdc,1777067880000,2026-04-24T21:58:00Z,59,20,39,12588.73618,38745.82246,-26157.08628,51334.55864,24.5229266863,870.077265085,12189.17244,77558.7094942,77548,77560
btc-usdc,1777067940000,2026-04-24T21:59:00Z,121,23,98,3489.59817,622004.65778,-618515.05961,625494.25595,0.557894518903,5169.37401612,99999.5265,77513.1923522,77507,77549
btc-usdc,1777068000000,2026-04-24T22:00:00Z,267,150,117,365236.96689,399359.95668,-34122.98979,764596.92357,47.7685634916,2863.65888978,38753.5,77496.8324659,77485,77519
btc-usdc,1777068060000,2026-04-24T22:01:00Z,188,139,49,187188.98265,11697.08342,175491.89923,198886.06607,94.1187013997,1057.90460676,116425.4359,77537.2181603,77517,77542
btc-usdc,1777068120000,2026-04-24T22:02:00Z,95,39,56,10159.68574,87604.22019,-77444.53445,97763.90593,10.3920620226,1029.09374663,24138.9655,77528.2558663,77517,77533
btc-usdc,1777068180000,2026-04-24T22:03:00Z,213,168,45,45183.41776,58503.07373,-13319.65597,103686.49149,43.5769569504,486.791039859,35943.53895,77535.9437436,77518,77567
btc-usdc,1777068240000,2026-04-24T22:04:00Z,109,17,92,18322.47026,44620.51529,-26298.04503,62942.98555,29.1096300881,577.458583028,13478.16288,77538.9099611,77531,77560
btc-usdc,1777068300000,2026-04-24T22:05:00Z,141,91,50,106475.43192,8109.9566,98365.47532,114585.38852,92.9223466406,812.662329929,61986.633,77553.0375564,77531,77556
btc-usdc,1777068360000,2026-04-24T22:06:00Z,136,62,74,68222.59081,29870.01193,38352.57888,98092.60274,69.5491697685,721.269137794,31222.44871,77530.688771,77526,77544
btc-usdc,1777068420000,2026-04-24T22:07:00Z,113,74,39,28540.90956,76302.66283,-47761.75327,104843.57239,27.2223741612,927.81922469,19385.5,77544.1532414,77535,77548
btc-usdc,1777068480000,2026-04-24T22:08:00Z,102,80,22,123750.31421,14819.14558,108931.16863,138569.45979,89.3056192884,1358.52411559,45334.58424,77552.1800491,77542,77556
btc-usdc,1777068540000,2026-04-24T22:09:00Z,197,65,132,185078.93268,70305.03623,114773.89645,255383.96891,72.4708498619,1296.36532442,24143.6415,77546.9953694,77512,77567
btc-usdc,1777068600000,2026-04-24T22:10:00Z,234,89,145,81490.18687,1966097.73793,-1884607.55106,2047587.9248,3.9798138035,8750.37574701,182257.22088,77517.4259944,77510,77530
btc-usdc,1777068660000,2026-04-24T22:11:00Z,136,94,42,26289.06558,7798.22591,18490.83967,34087.29149,77.1227763512,250.641849191,3979.25016,77536.3180174,77520,77540
btc-usdc,1777068720000,2026-04-24T22:12:00Z,105,79,26,10547.50962,5660.603,4886.90662,16208.11262,65.0754956316,154.362977333,3999.97742,77543.3576691,77532,77551
btc-usdc,1777068780000,2026-04-24T22:13:00Z,59,22,37,33572.55457,44988.32301,-11415.76844,78560.87758,42.734444426,1331.54029797,30620.58902,77548.0994018,77545,77551
btc-usdc,1777068840000,2026-04-24T22:14:00Z,101,75,26,77359.49328,38749.18649,38610.30679,116108.67977,66.6267960615,1149.59088881,32574.78,77554.6915211,77543,77562
btc-usdc,1777068900000,2026-04-24T22:15:00Z,109,56,53,30492.36827,24605.23193,5887.13634,55097.6002,55.3424616668,505.482570642,13926.13492,77558.5588401,77552,77566
btc-usdc,1777068960000,2026-04-24T22:16:00Z,106,52,54,491146.01048,25956.06959,465189.94089,517102.08007,94.9804747282,4878.32151009,69848.60977,77556.1991571,77546,77562
btc-usdc,1777069020000,2026-04-24T22:17:00Z,73,49,24,18084.79788,11686.20974,6398.58814,29771.00762,60.7463412419,407.822022192,2747.52564,77546.8407179,77546,77548
btc-usdc,1777069080000,2026-04-24T22:18:00Z,41,23,18,5851.77208,8979.16713,-3127.39505,14830.93921,39.4565171979,361.730224634,4167.42952,77547.3945621,77547,77548
btc-usdc,1777069140000,2026-04-24T22:19:00Z,196,146,50,1296526.78685,57603.26609,1238923.52076,1354130.05294,95.7461053342,6908.82680071,209525.8858,77539.6108584,77538,77560
btc-usdc,1777069200000,2026-04-24T22:20:00Z,185,102,83,86734.84443,16265.34041,70469.50402,103000.18484,84.2084357079,556.757755892,18999.95489,77565.6368579,77545,77582
btc-usdc,1777069260000,2026-04-24T22:21:00Z,99,65,34,215028.45916,48515.47591,166512.98325,263543.93507,81.5911241148,2662.0599502,30253.4063,77546.2213392,77545,77557
btc-usdc,1777069320000,2026-04-24T22:22:00Z,56,29,27,32246.43554,27811.09129,4435.34425,60057.52683,53.6925798348,1072.45583625,20189.6218,77548.6175092,77548,77554
btc-usdc,1777069380000,2026-04-24T22:23:00Z,54,17,37,6767.61768,29206.5483,-22438.93062,35974.16598,18.812438025,666.188258889,10441.70355,77547.2428972,77547,77554
btc-usdc,1777069440000,2026-04-24T22:24:00Z,104,56,48,14288.0972,25478.88522,-11190.78802,39766.98242,35.9295484105,382.374830962,18511.24437,77554.7671815,77547,77570
btc-usdc,1777069500000,2026-04-24T22:25:00Z,88,17,71,558.2834,13296.31261,-12738.02921,13854.59601,4.02958988914,157.438591023,1806.11621,77534.2549107,77524,77550
btc-usdc,1777069560000,2026-04-24T22:26:00Z,97,44,53,21367.58435,23959.86935,-2592.285,45327.4537,47.1404912604,467.293337113,17119.84575,77529.2118361,77524,77538
btc-usdc,1777069620000,2026-04-24T22:27:00Z,91,43,48,22172.3704,482571.24479,-460398.87439,504743.61519,4.39279858778,5546.63313396,41491.48996,77531.1995315,77530,77539
btc-usdc,1777069680000,2026-04-24T22:28:00Z,47,12,35,2723.12285,48346.55904,-45623.43619,51069.68189,5.33217116148,1086.58897638,14460.1203,77532.1955548,77530,77539
btc-usdc,1777069740000,2026-04-24T22:29:00Z,91,12,79,186.83169,12187.90332,-12001.07163,12374.73501,1.5097833598,135.986099011,1804.33968,77516.5059509,77506,77531
btc-usdc,1777069800000,2026-04-24T22:30:00Z,100,17,83,7120.3019,94978.45188,-87858.14998,102098.75378,6.97393615141,1020.9875378,25999.7,77499.0160921,77492,77507
btc-usdc,1777069860000,2026-04-24T22:31:00Z,216,53,163,290368.69839,238419.96645,51948.73194,528788.66484,54.9120504461,2448.09567056,49999.38824,77476.2628389,77461,77493
btc-usdc,1777069920000,2026-04-24T22:32:00Z,536,87,449,126331.98593,6140134.64791,-6013802.66198,6266466.63384,2.01600029669,11691.169093,596100.23057,77436.6621061,77421,77462
btc-usdc,1777069980000,2026-04-24T22:33:00Z,181,102,79,860888.12211,317668.30473,543219.81738,1178556.42684,73.0459825685,6511.36147425,100000.07352,77431.4632525,77426,77439
btc-usdc,1777070040000,2026-04-24T22:34:00Z,75,30,45,115548.18498,173519.93978,-57971.7548,289068.12476,39.9726483423,3854.24166347,24913.1025,77429.4459233,77429,77433
btc-usdc,1777070100000,2026-04-24T22:35:00Z,153,80,73,298253.11954,197985.63616,100267.48338,496238.7557,60.1027461306,3243.39056013,58015.00084,77442.9220169,77429,77450
btc-usdc,1777070160000,2026-04-24T22:36:00Z,92,22,70,78245.72556,167794.57051,-89548.84495,246040.29607,31.801996181,2674.35104424,56997.3888,77436.666888,77427,77441
btc-usdc,1777070220000,2026-04-24T22:37:00Z,142,98,44,399870.36421,40441.57164,359428.79257,440311.93585,90.8152452052,3100.78828063,119855.4161,77451.119141,77427,77455
btc-usdc,1777070280000,2026-04-24T22:38:00Z,738,61,677,200124.22939,1457646.10536,-1257521.87597,1657770.33475,12.0718910934,2246.3012666,123857.6,77398.77633,77357,77450
btc-usdc,1777070340000,2026-04-24T22:39:00Z,2733,746,1987,597215.83708,8581991.24662,-7984775.40954,9179207.0837,6.5061811073,3358.65608624,346801.0674,77272.5508121,77225,77358
btc-usdc,1777070400000,2026-04-24T22:40:00Z,1252,584,668,382297.43143,1789680.32033,-1407382.8889,2171977.75176,17.6013511704,1734.80651099,126554.27928,77303.4401721,77268,77325
btc-usdc,1777070460000,2026-04-24T22:41:00Z,1062,491,571,161749.73553,721188.61786,-559438.88233,882938.35339,18.3194823182,831.392046507,89960.50332,77282.0680296,77276,77293
btc-usdc,1777070520000,2026-04-24T22:42:00Z,977,498,479,339656.20731,331237.88672,8418.32059,670894.09403,50.62739564,686.6879161,170601.22755,77284.9123213,77282,77286
btc-usdc,1777070580000,2026-04-24T22:43:00Z,1012,469,543,133722.36012,394518.13967,-260795.77955,528240.49979,25.3146739361,521.976778449,46945.22755,77278.6455169,77266,77286
btc-usdc,1777070640000,2026-04-24T22:44:00Z,1099,501,598,184379.75007,784649.60358,-600269.85351,969029.35365,19.0272615969,881.73735546,89960.8038,77262.560658,77252,77267
btc-usdc,1777070700000,2026-04-24T22:45:00Z,1866,578,1288,308631.19797,1485179.91106,-1176548.71309,1793811.10903,17.2053342973,961.313563253,91002.82941,77270.5174624,77252,77288
btc-usdc,1777070760000,2026-04-24T22:46:00Z,1256,727,529,538529.83832,108019.83639,430510.00193,646549.67471,83.2928790138,514.768849291,79064.1034,77335.7951351,77271,77347
btc-usdc,1777070820000,2026-04-24T22:47:00Z,1205,591,614,497233.91587,183166.79082,314067.12505,680400.70669,73.079570756,564.647889369,100001.10248,77324.6765573,77301,77347
btc-usdc,1777070880000,2026-04-24T22:48:00Z,1064,502,562,91755.1911,522205.56465,-430450.37355,613960.75575,14.9447974061,577.030785479,142572.893,77301.7637953,77296,77314
btc-usdc,1777070940000,2026-04-24T22:49:00Z,1431,766,665,8679675.33028,1191285.29052,7488390.03976,9870960.6208,87.9314148209,6897.94592648,595045.54018,77286.23936,77276,77303
btc-usdc,1777071000000,2026-04-24T22:50:00Z,941,471,470,52211.32406,50493.19811,1718.12595,102704.52217,50.8364412363,109.144019309,3999.19156,77293.5083612,77293,77294
btc-usdc,1777071060000,2026-04-24T22:51:00Z,1132,640,492,1360001.08902,132014.76989,1227986.31913,1492015.85891,91.1519191233,1318.03521105,74978.70996,77308.0032576,77293,77315
btc-usdc,1777071120000,2026-04-24T22:52:00Z,1225,743,482,5520046.06537,222424.48936,5297621.57601,5742470.55473,96.1266760144,4687.73106509,336159.14948,77303.4916955,77293,77328
btc-usdc,1777071180000,2026-04-24T22:53:00Z,541,336,205,3461960.75884,127503.49482,3334457.26402,3589464.25366,96.4478405185,6634.86923043,595507.44838,77345.707915,77319,77354
btc-usdc,1777071240000,2026-04-24T22:54:00Z,83,28,55,17930.20975,290772.86389,-272842.65414,308703.07364,5.80823816834,3719.31414024,211529.904,77305.0611247,77300,77320
btc-usdc,1777071300000,2026-04-24T22:55:00Z,80,46,34,16093.33575,94792.76072,-78699.42497,110886.09647,14.5133937097,1386.07620588,37172.797,77302.7080045,77300,77313
btc-usdc,1777071360000,2026-04-24T22:56:00Z,103,16,87,16960.90362,1110868.02821,-1093907.12459,1127828.93183,1.50385427624,10949.7954547,119155.58861,77305.2121644,77303,77313
btc-usdc,1777071420000,2026-04-24T22:57:00Z,31,16,15,9605.79504,4982.95138,4622.84366,14588.74642,65.8438687153,470.604723226,5411.28,77303.6584358,77303,77304
btc-usdc,1777071480000,2026-04-24T22:58:00Z,72,56,16,281381.90661,26483.37455,254898.53206,307865.28116,91.3977391506,4275.90668278,121007.8164,77305.6922791,77303,77317
btc-usdc,1777071540000,2026-04-24T22:59:00Z,62,16,46,35525.18049,159440.32837,-123915.14788,194965.50886,18.2212642112,3144.60498161,50455.5984,77310.2031279,77310,77317
btc-usdc,1777071600000,2026-04-24T23:00:00Z,161,123,38,635088.98563,26745.57585,608343.40978,661834.56148,95.9588728956,4110.77367379,99957.50804,77320.7347867,77311,77326
btc-usdc,1777071660000,2026-04-24T23:01:00Z,474,306,168,2120069.1068,3062155.92202,-942086.81522,5182225.02882,40.9104022888,10932.9641958,179922.22299,77338.6197823,77320,77351
btc-usdc,1777071720000,2026-04-24T23:02:00Z,197,28,169,101102.68995,1043907.39846,-942804.70851,1145010.08841,8.82985145488,5812.23395132,179921.95104,77307.4614486,77301,77339
btc-usdc,1777071780000,2026-04-24T23:03:00Z,85,65,20,77569.04738,12672.96728,64896.0801,90242.01466,85.9566884364,1061.67076071,14993.89188,77311.6424588,77302,77316
btc-usdc,1777071840000,2026-04-24T23:04:00Z,66,44,22,17981.23643,21141.78675,-3160.55032,39123.02318,45.9607539716,592.773078485,10500.9233,77316.6996304,77315,77326
btc-usdc,1777071900000,2026-04-24T23:05:00Z,128,56,72,38077.84101,463955.30002,-425877.45901,502033.14103,7.58472656444,3922.1339143,103978.28724,77332.354835,77325,77337
btc-usdc,1777071960000,2026-04-24T23:06:00Z,81,62,19,170560.5223,8038.23877,162522.28353,178598.76107,95.4992751787,2204.92297617,64555.75929,77334.5635373,77328,77344
btc-usdc,1777072020000,2026-04-24T23:07:00Z,103,29,74,24485.01642,21693.15657,2791.85985,46178.17299,53.0229215116,448.331776602,11843.70964,77332.2386543,77328,77352
btc-usdc,1777072080000,2026-04-24T23:08:00Z,35,17,18,42581.21385,9814.46976,32766.74409,52395.68361,81.2685528964,1497.01953171,13552.68054,77328.8126836,77328,77329
btc-usdc,1777072140000,2026-04-24T23:09:00Z,110,70,40,169976.18228,268477.40144,-98501.21916,438453.58372,38.7672010428,3985.94167018,31910.94576,77331.8112939,77328,77339
btc-usdc,1777072200000,2026-04-24T23:10:00Z,95,76,19,58699.77797,5265.6027,53434.17527,63965.38067,91.7680428931,673.319796526,12014.46162,77347.2238721,77338,77361
btc-usdc,1777072260000,2026-04-24T23:11:00Z,57,33,24,295847.03064,11342.5232,284504.50744,307189.55384,96.3076468395,5389.29041825,49745.44383,77360.963076,77360,77361
btc-usdc,1777072320000,2026-04-24T23:12:00Z,149,86,63,217391.11018,14989.92048,202401.1897,232381.03066,93.5494216385,1559.60423262,32021.64375,77368.0177189,77354,77375
btc-usdc,1777072380000,2026-04-24T23:13:00Z,56,42,14,12001.97139,4537.9995,7463.97189,16539.97089,72.563437202,295.356623036,2465.55881,77358.2661709,77354,77363
btc-usdc,1777072440000,2026-04-24T23:14:00Z,60,14,46,9805.55081,11974.34866,-2168.79785,21779.89947,45.0211022485,362.9983245,7734.9,77348.8865331,77348,77363
btc-usdc,1777072500000,2026-04-24T23:15:00Z,37,13,24,16660.20111,17646.17272,-985.97161,34306.37383,48.5629906342,927.199292703,13119.16389,77348.4856267,77348,77349
btc-usdc,1777072560000,2026-04-24T23:16:00Z,97,19,78,14223.4532,116751.27637,-102527.82317,130974.72957,10.8596927413,1350.25494402,22499.55396,77335.1024858,77334,77348
btc-usdc,1777072620000,2026-04-24T23:17:00Z,101,74,27,89463.27802,61524.79362,27938.4844,150988.07164,59.2518846345,1494.93140238,18819.4983,77342.9182815,77334,77352
btc-usdc,1777072680000,2026-04-24T23:18:00Z,32,11,21,31189.40428,8773.36453,22416.03975,39962.76881,78.0461544802,1248.83652531,30573.72216,77346.7954594,77346,77351
doge-usdc,1777059720000,2026-04-24T19:42:00Z,2,1,1,15.34182,287.459512,-272.117692,302.801332,5.06662896714,151.400666,287.459512,0.0983440506658,0.098344,0.098345
doge-usdc,1777059780000,2026-04-24T19:43:00Z,1,0,1,0,11.01576,-11.01576,11.01576,0,11.01576,11.01576,0.098355,0.098355,0.098355
doge-usdc,1777059840000,2026-04-24T19:44:00Z,6,2,4,26.355664,3119.41785,-3093.062186,3145.773514,0.837811873064,524.295585667,2999.925855,0.0983545996123,0.098331,0.098385
doge-usdc,1777059900000,2026-04-24T19:45:00Z,3,3,0,130.375506,0,130.375506,130.375506,100,43.458502,99.995508,0.0983224027149,0.098302,0.098332
doge-usdc,1777059960000,2026-04-24T19:46:00Z,3,1,2,568.619256,29.0968,539.522456,597.716056,95.1320029456,199.238685333,568.619256,0.0983085618421,0.0983,0.098309
doge-usdc,1777060020000,2026-04-24T19:47:00Z,3,1,2,16.02127,299.630592,-283.609322,315.651862,5.07561396866,105.217287333,287.342592,0.098303289318,0.09829,0.098304
doge-usdc,1777060080000,2026-04-24T19:48:00Z,5,4,1,75.965951,12.287875,63.678076,88.253826,86.0766659567,17.6507652,29.973875,0.0982782026726,0.098273,0.098303
doge-usdc,1777060140000,2026-04-24T19:49:00Z,4,2,2,30.660396,112.318163,-81.657767,142.978559,21.4440516218,35.74463975,100.034788,0.0982670508591,0.098266,0.098273
doge-usdc,1777060200000,2026-04-24T19:50:00Z,1,0,1,0,12.288375,-12.288375,12.288375,0,12.288375,12.288375,0.098307,0.098307,0.098307
doge-usdc,1777060260000,2026-04-24T19:51:00Z,11,2,9,30.665232,5609.16883,-5578.503598,5639.834062,0.543725784534,512.712187455,1390.413156,0.0983183247389,0.098274,0.098327
doge-usdc,1777060320000,2026-04-24T19:52:00Z,21,14,7,6026.657724,6135.693179,-109.035455,12162.350903,49.5517500857,579.15956681,3170.703336,0.0982935378268,0.098244,0.098305
doge-usdc,1777060380000,2026-04-24T19:53:00Z,3,1,2,884.268,76.429817,807.838183,960.697817,92.0443436378,320.232605667,884.268,0.0982509528533,0.098238,0.098252
doge-usdc,1777060440000,2026-04-24T19:54:00Z,7,3,4,540.602268,197.0425,343.559768,737.644768,73.2876164045,105.377824,309.798015,0.0982609255362,0.098253,0.098304
doge-usdc,1777060500000,2026-04-24T19:55:00Z,2,1,1,19.759707,12.293375,7.466332,32.053082,61.646823853,16.026541,19.759707,0.0983223374233,0.098307,0.098347
doge-usdc,1777060560000,2026-04-24T19:56:00Z,4,1,3,15.34338,299.814847,-284.471467,315.158227,4.86846881519,78.78955675,185.809596,0.0983639909488,0.098355,0.098375
doge-usdc,1777060680000,2026-04-24T19:58:00Z,4,3,1,48.405192,12.2975,36.107692,60.702692,79.7414256356,15.175673,17.7111,0.0983836175041,0.098378,0.098395
doge-usdc,1777060740000,2026-04-24T19:59:00Z,3,0,3,0,66.595292,-66.595292,66.595292,0,22.1984306667,42.10664,0.0983682304284,0.098348,0.09838
doge-usdc,1777060800000,2026-04-24T20:00:00Z,21,7,14,1426.855744,12243.016181,-10816.160437,13669.871925,10.4379598567,650.946282143,4999.391252,0.0983628011355,0.098352,0.098406
doge-usdc,1777060860000,2026-04-24T20:01:00Z,18,3,15,88.848116,14182.984462,-14094.136346,14271.832578,0.622541747981,792.879587667,10001.236212,0.0982678475977,0.098249,0.098347
doge-usdc,1777060920000,2026-04-24T20:02:00Z,5,1,4,16.71508,309.817171,-293.102091,326.532251,5.1189675595,65.3064502,249.052159,0.0983234721469,0.098323,0.098326
doge-usdc,1777060980000,2026-04-24T20:03:00Z,1,1,0,102.426516,0,102.426516,102.426516,100,102.426516,102.426516,0.098298,0.098298,0.098298
doge-usdc,1777061040000,2026-04-24T20:04:00Z,3,2,1,30.6696,12.287875,18.381725,42.957475,71.395257752,14.3191583333,15.335424,0.0983008581236,0.098296,0.098304
doge-usdc,1777061100000,2026-04-24T20:05:00Z,8,7,1,536.423047,12.291875,524.131172,548.714922,97.7598795828,68.58936525,181.396124,0.0983536336261,0.098335,0.098371
doge-usdc,1777061160000,2026-04-24T20:06:00Z,4,3,1,39.548382,29.71076,9.837622,69.259142,57.1020386016,17.3147855,29.71076,0.0983794630682,0.098376,0.098381
doge-usdc,1777061220000,2026-04-24T20:07:00Z,32,2,30,816.61863,32718.23352,-31901.61489,33534.85215,2.43513412955,1047.96412969,4999.58627,0.0982168076395,0.098155,0.098262
doge-usdc,1777061280000,2026-04-24T20:08:00Z,18,3,15,465.617345,19169.266588,-18703.649243,19634.883933,2.37137813795,1090.82688517,4999.453618,0.0981184921245,0.098112,0.098197
doge-usdc,1777061340000,2026-04-24T20:09:00Z,3,0,3,0,719.4264,-719.4264,719.4264,0,239.8088,319.755975,0.098175,0.098175,0.098175
doge-usdc,1777061400000,2026-04-24T20:10:00Z,1,1,0,37.50858,0,37.50858,37.50858,100,37.50858,37.50858,0.09819,0.09819,0.09819
doge-usdc,1777061460000,2026-04-24T20:11:00Z,2,1,1,49.959877,71.85678,-21.896903,121.816657,41.0123526867,60.9083285,71.85678,0.0981600781628,0.098153,0.098165
doge-usdc,1777061520000,2026-04-24T20:12:00Z,1,0,1,0,34.1736,-34.1736,34.1736,0,34.1736,34.1736,0.0982,0.0982,0.0982
doge-usdc,1777061580000,2026-04-24T20:13:00Z,2,0,2,0,25.533028,-25.533028,25.533028,0,12.766514,25.238428,0.0982039538462,0.0982,0.098204
doge-usdc,1777061640000,2026-04-24T20:14:00Z,1,1,0,14.924728,0,14.924728,14.924728,100,14.924728,14.924728,0.098189,0.098189,0.098189
doge-usdc,1777061700000,2026-04-24T20:15:00Z,7,7,0,3846.59293,0,3846.59293,3846.59293,100,549.513275714,994.891476,0.0981924983407,0.098191,0.098213
doge-usdc,1777061760000,2026-04-24T20:16:00Z,2,1,1,0.294558,140.306365,-140.011807,140.600923,0.209499335933,70.3004615,140.306365,0.098185002095,0.098185,0.098186
doge-usdc,1777061820000,2026-04-24T20:17:00Z,1,0,1,0,49.970566,-49.970566,49.970566,0,49.970566,49.970566,0.098174,0.098174,0.098174
doge-usdc,1777061880000,2026-04-24T20:18:00Z,2,1,1,19.832158,16.69672,3.135438,36.528878,54.2917250292,18.264439,19.832158,0.0981959086022,0.098179,0.098216
doge-usdc,1777061940000,2026-04-24T20:19:00Z,1,0,1,0,2208.78405,-2208.78405,2208.78405,0,2208.78405,2208.78405,0.09819,0.09819,0.09819
doge-usdc,1777062000000,2026-04-24T20:20:00Z,7,2,5,405.62653,3759.42039,-3353.79386,4165.04692,9.7388225821,595.006702857,2794.5756,0.0982044449684,0.0982,0.098258
doge-usdc,1777062060000,2026-04-24T20:21:00Z,3,0,3,0,798.649844,-798.649844,798.649844,0,266.216614667,367.713216,0.0982107530743,0.098173,0.098214
doge-usdc,1777062120000,2026-04-24T20:22:00Z,10,2,8,277.266324,1263.17591,-985.909586,1540.442234,17.9991380319,154.0442234,311.370003,0.0981923912545,0.098181,0.098205
doge-usdc,1777062180000,2026-04-24T20:23:00Z,6,0,6,0,1019.063827,-1019.063827,1019.063827,0,169.843971167,359.033824,0.0982040885612,0.098204,0.098205
doge-usdc,1777062240000,2026-04-24T20:24:00Z,3,0,3,0,720.944552,-720.944552,720.944552,0,240.314850667,478.930472,0.0982213286104,0.09822,0.098222
doge-usdc,1777062300000,2026-04-24T20:25:00Z,1,0,1,0,1474.305,-1474.305,1474.305,0,1474.305,1474.305,0.098287,0.098287,0.098287
doge-usdc,1777062360000,2026-04-24T20:26:00Z,3,0,3,0,964.719954,-964.719954,964.719954,0,321.573318,936.766766,0.0981703423222,0.098077,0.098173
doge-usdc,1777062420000,2026-04-24T20:27:00Z,2,0,2,0,92.328087,-92.328087,92.328087,0,46.1640435,92.131863,0.098116989373,0.098112,0.098117
doge-usdc,1777062480000,2026-04-24T20:28:00Z,9,6,3,3865.873769,794.089822,3071.783947,4659.963591,82.9593127394,517.773732333,1627.66711,0.0981313536547,0.098108,0.098135
doge-usdc,1777062540000,2026-04-24T20:29:00Z,3,0,3,0,495.620307,-495.620307,495.620307,0,165.206769,334.206938,0.0981232047119,0.098123,0.098124
doge-usdc,1777062600000,2026-04-24T20:30:00Z,5,1,4,0.196352,1331.99669,-1331.800338,1332.193042,0.0147390050698,266.4386084,889.844447,0.0981429970532,0.098137,0.098176
doge-usdc,1777062660000,2026-04-24T20:31:00Z,5,5,0,3432.16136,0,3432.16136,3432.16136,100,686.432272,2416.237776,0.09824139455,0.098159,0.098253
doge-usdc,1777062720000,2026-04-24T20:32:00Z,9,6,3,9830.005883,72.61535,9757.390533,9902.621233,99.2667057712,1100.29124811,5000.193423,0.0982500370374,0.098244,0.098282
doge-usdc,1777062780000,2026-04-24T20:33:00Z,4,3,1,3641.91983,63.280728,3578.639102,3705.200558,98.2921105886,926.3001395,2706.040955,0.0982551195439,0.098255,0.098262
doge-usdc,1777062840000,2026-04-24T20:34:00Z,3,2,1,33.421908,0.393256,33.028652,33.815164,98.8370424582,11.2717213333,22.41354,0.0982998953488,0.098289,0.098314
doge-usdc,1777062900000,2026-04-24T20:35:00Z,2,1,1,552.260592,10.912854,541.347738,563.173446,98.0622570049,281.586723,552.260592,0.0983365542169,0.098314,0.098337
doge-usdc,1777062960000,2026-04-24T20:36:00Z,7,5,2,155.569102,24.795647,130.773455,180.364749,86.2524982639,25.7663927143,89.171238,0.0983986628478,0.098356,0.098423
doge-usdc,1777063020000,2026-04-24T20:37:00Z,44,32,12,127214.142663,12531.182368,114682.960295,139745.325031,91.0328432345,3176.03011434,30887.437755,0.0984607377094,0.098429,0.098496
doge-usdc,1777063080000,2026-04-24T20:38:00Z,6,2,4,120.64535,765.674225,-645.028875,886.319575,13.6119469098,147.719929167,721.358675,0.0984799527778,0.098479,0.098486
